city,名称,id,纬度,经度,评价分数,介绍,封面图片
天津,迪卡侬(泰达店),1373486,39.031607,117.720507,4.8,,https://dimg04.c-ctrip.com/images/0101i12000c7m5zw0F557.jpg
天津,郁美净孔雀园(红旗路店),1373594,39.135179,117.149176,4.9,郁美净(红旗路店)位于天津市南开区红旗路，该店铺里面有许多不同系列的护肤品，可以满足不同人群的护肤需求，是一个购物的好去处。,https://dimg04.c-ctrip.com/images/0102012000c9pcg6aBD89.jpg
天津,千禧湖,15728271,39.106276,117.354671,0.0,,https://dimg04.c-ctrip.com/images/0HJ0d12000g91z7a4800A.jpg
天津,五大道,56365,39.110513,117.203467,4.7,五大道位于天津和平区，以区域内五个主要的道路命名，实际有二十多条街道。清朝遗老、北洋政府里很多官员名流都曾在这里寓居，一栋栋优美典雅的洋房仿佛在诉说着津门曾经的风云故事。五大道总述目前来到五大道游览，主要就是观看街道上2000多所花园式的欧式建筑，其中名人故居就有三百多处，张学良、顾维钧、爱新觉罗载振等众多清末民初的名流都在这里留下了名字。这里的建筑整体是欧式，但形式多样各有特色。街区优雅浪漫，不少影视剧组来此取景，拍婚纱照的也爱把五大道的小洋房当背景。游玩方式初到五大道，如果摸不清东南西北，可以先到长沙路101号的民园广场，看看曾经的欧式体育馆，这里也相当于是五大道的集散中心。广场附近的游客中心里，可以拿一份地图（也有付费购买的更清晰版），上面标注了五大道很多故居、建筑的所在地，根据地图参观游玩即可。参观重点五大道内，很多的景点值得参观。疙瘩楼在河北路，墙上一粒一粒烧过火的砖形成的疙瘩已经十分特别，而且还是一座瓷片贴满的洋房；马场道117号的天津外国语学院是电视剧《金粉世家》的取景地；清朝庆亲王载振的公馆建筑中西合璧，在重庆道；蔡成勋故居是五大道的中式建筑，在这里显得十分特别，位于大理道；同样在大理道的睦南公园每年春天都有鲜花开放，给游人带来惊喜。,https://dimg04.c-ctrip.com/images/100711000000rdolz3AEB.jpg
天津,天津之眼摩天轮,56364,39.154022,117.186418,4.6,天津之眼是一座横跨在海河上的摩天轮，就像是桥上的一只眼睛，这里也是天津有名的标志之一，每到夜晚华灯初上时，天津之眼的彩灯柔美，无数游客会来到这里，拍摄全景或是乘坐观光，享受别样的浪漫。游玩天津之眼一般有两种方式，乘坐或是远观拍照。乘坐摩天轮日场80元每人，夜场100元每人。摩天轮运营一圈大约是30分钟，座舱内有空调，可以缓慢的观赏周围开阔的景色，尤其夜晚天黑后华灯初上，十分漂亮。如果要拍摄摩天轮，可以在摩天轮南侧的金刚桥上，站在桥上，三岔河口（海河、南运河、北运河交汇处）就在眼前，柔美的天津之眼展开在眼前，周围是海河两岸的美丽建筑，随便一按就是漂亮的标志照片。,https://dimg04.c-ctrip.com/images/100b10000000omp6q72E0.jpg
天津,天津古文化街旅游区,10729,39.143803,117.192574,4.6,古文化街位于天津市南开区，以天后宫为中心，南起水阁大街，北到通北路。这里是天津很有名的传统和手工艺品店铺集中地。可以找到杨柳青年画、泥人张、魏记风筝等众多的手工艺品，还能品尝到经典的天津美食。古文化街目前有上百家店堂，大多是天津传统店铺，充满浓郁的民间特色。这里有出售景泰蓝、苏绣、漆器等的综合性店铺乔香阁；有出售土特产的果仁张、皮糖张、崩豆张；负有盛名的还是民间工艺品店铺，拥有神态逼真的彩绘泥塑的“泥人张”，使用木板印绘年画的杨柳青年画，制作形态各异的风筝的“风筝魏”等，都是游客到古文化街必须去逛一逛的店铺。逛街的同时还可以享受天津特色美食，狗不理包子，煎饼果子，天津麻花等，肯定满足吃货的胃口。店铺早上8:30左右开张，晚上17:30左右打烊，可以注意一下逛街的时间。除了逛街、吃美食，古文化街还有不少名胜古迹，可以好好逛逛看看。天后宫位于古文化街中心，也是古文化街古迹的核心，祭祀保佑出海远航平安的天后娘娘，已有600余年历史。现在是天津民俗博物馆的所在地，馆内介绍了天津城历史、民俗，陈列着明代天津城砖、清代漕运模型、清代水机等文物。戏楼又称“津门老戏楼”，可以品相声和变戏法表演。大狮子胡同是近代思想家、教育家严复故居所在地，原房屋已不在，现在旧址上建天演广场，铸有严复铜像。另外还有通庆里、玉皇阁等等，各有特色。每年的农历3月23日是天后娘娘的生日，届时古文化街会举行皇会（最初叫“娘娘会”，因乾隆下江南时曾游此会于是得名“皇会”），天后宫前广场、宫南、宫北一带都能看到表演，有龙灯舞、狮子舞、少林会、高跷、法鼓、旱船、地秧歌、武术以及京戏、评剧、梆子等，是整个天津热闹的庙会之一。,https://dimg04.c-ctrip.com/images/0107212000h0yshad3F39.jpg
天津,盘山,10451,40.09719,117.282326,4.5,盘山位于蓟县县城西侧，是京津一带名山。山上多奇松、怪石、流水，而且随高度不同，三层风景依次出现，成为著名的“三盘”奇景。因为风景秀美，引得清朝乾隆32次巡游盘山，还发出“早知有盘山，何必下江南”的感慨。盘山虽属天津市，但实际上离北京市区的距离要比离天津市区的距离近，一到节假日，京津附近的游客都赶去玩，人比较多。其前山有两段索道：入胜索道（山门-万松寺），单程60元，可以上到半山腰；云松索道（万松寺-云罩寺），单程60元，从半山腰上到挂月峰下的云罩寺，距离山顶很近。后山有盘山观光车加挂月索道，两者打包出售，单程100元，依次乘坐观光车和索道后，再爬一小段路就能到山顶。盘上最高峰海拔只有864.4米，但如果全程徒步的话大约要走30公里，山虽不高却要翻几座山头，很累人。比较合理的安排是从后山坐观光车加挂月索道直接上山顶，然后从前山走下来，从挂月峰沿前山走到山门大约是12公里。挂月峰：后山观光车加索道爬上山顶后能看到定光佛舍利塔，是一座石塔，山顶的标志。开始下山，如果体力好，在岔路口可以选择攀爬盘山的第二高峰自来峰；若想节省体力或时间有限，一路下山即是。山顶-万松寺：经盘山很高的寺庙云罩寺，南天门，将军石等景点下到盘山很大的庙宇万松寺（旧称李靖庵，唐初名将李靖曾在此居住）。这段是云松索道经过的路，徒步的话有很多土路，路不好走，景点少，但是可以看到磅礴的自然风景，连绵起伏的群山，蓝天中点缀着朵朵白云，上盘的奇松和中盘的怪石尽收眼底。万松寺-山门：这段是入胜索道经过的路，路较好走，景点集中，人文景点多，并且可以看到下盘水胜的景色。徒步下山依次经过由99座造型各不相同的历代高僧墓塔组成的塔林；乾隆替身僧出家的地方——天成寺，寺门东面有座卧云楼，楼对面的山脚下有小戏台旧址，乾隆曾在此观戏。再往前，能看到下盘水胜的代表景点之一漱峡，一挂瀑布状若缕缕素帛飘坠落潭中，给人带来清凉的感觉。接着走，遇上一块长得像元宝的石头——元宝石，据说摸一摸能带来财气。等看到清朝末年军机大臣兼直隶总督荣禄手书“入胜”二字的石头，说明离山门已经不远了。每年的3、4月盘山会举办庙会，届时可以看到“乾隆游盘山”的情景演出，再现昔日乾隆巡游的盛况。,https://dimg04.c-ctrip.com/images/0106d1200087crt4a5E5E.jpg
天津,意大利风情区,110319,39.134782,117.1976,4.7,意大利风情区位于天津市中心，这里有200余栋地中海风格的典雅建筑。漫步其中，就像行走在浪漫的欧洲小镇，众多的名人故居、影视剧取景地也为游人的旅程增色不少。意大利风情区就在海河的旁边，从海河边（北安桥）走过来，首先看到是高高的有尖顶的钟楼，再往前可以看到精致的镂空铜马车，标志着意大利风情旅游区到了。沿街随意逛逛，看看红顶意式建筑群，欧式雕塑，踱步到马可波罗广场。马可波罗广场是景区的标志性建筑之一，中央柯林斯式的石柱上站着手持橄榄枝的和平女神。往西走，是威尼斯广场的“飞狮许愿池”，它远没有《罗马假日》电影里真正的罗马许愿池的气魄和鼎盛人气，可与整个意大利风情区营造的气氛融合，也依稀有电影的感觉了。的确有众多影视剧来这里取景，比如《建国大业》、《金粉世家》等，游人可以在这里找到剧中熟悉的场景，同时，也吸引了很多拍婚纱照的爱侣。除此之外，景区拥有众多名人故居。梁启超故居，大名鼎鼎的“饮冰室”就在这里；大军阀曹锟故居现在是渤海商品交易所；袁世凯故居、冯国璋旧宅现已改为饭店；还有曹禺故居、张廷谔旧宅等。参观一下介绍天津历史和未来城市规划的天津市规划展览馆也不错。到了夜晚，意式建筑亮了灯，西餐厅、咖啡店里的烛光、灯光摇曳，酒吧变得热闹，意大利风情区的景色和氛围更加迷人。,https://dimg04.c-ctrip.com/images/10071f000001h6wrp6201.jpg
天津,瓷房子,64504,39.124845,117.202348,4.3,瓷房子是一座动用了无数私藏古瓷器、汉白玉石雕、水晶、玛瑙、古董装饰而成的法式建筑。房子的墙上密密麻麻贴满了精美的中国古代瓷器，庭院和楼内堆满了古董，铺天盖地的瓷器古董常让初到瓷房子的游客眼花缭乱。瓷房子的围墙由数百个民国时期和晚清时期的古瓷瓶垒砌串联而成，名平安墙。房顶用古瓷片拼成的巨龙盘旋出“China”的图案，巨龙后是碎瓷片拼出的2008年奥运主体育场鸟巢。注意看房子外围右侧，有一竖排的瓷猫从顶层延伸到一层墙角，瓷猫周边镶嵌满水晶、玛瑙，如此兴师动众装饰的却是一根下水管道，令人赞叹。整幢楼共有五层，地下室不对外开放，一到四层供游客参观。每一层楼内都摆放着许多雕刻细腻的古代木制家具，红色墙壁上用瓷片贴出古今中外的名人字画。一层中间放着一只宋代大瓷缸。二楼和三楼都有阳台可以观景，一定要抬头看阳台的天花板，天花板是由一个个整只的古代瓷器盘子贴出来的，越往中间的盘子越价值不菲。由于每一层中间都是镂空的，从四楼可以一直看到一楼中间的大瓷缸。面朝瓷房子，左手边有一间同样覆盖满精美瓷器的小房间是厕所，看一看就好，为了在水晶、玛瑙与瓷器堆中上一回脱俗、唯美的厕所，厕所门前经常排长队。瓷房子的右手边就是出口了，别直接走出去了，出口所在的小房间有“镇馆之宝”。在瓷房子庭院中所见古董石像有些没有头部，头都在出口的耳房这，其中较大的一颗佛头就是“镇馆之宝”了，佛眉心间有个原来是放红宝石用的大凹槽。出口的这间房间不允许照相。若光看这幢瓷房子还不过瘾，在天津五大道有一幢疙瘩楼（河北路283号），和瓷房子有异曲同工之妙，离得也不远，可以过去看看。,https://dimg04.c-ctrip.com/images/0104e120008bhx2xiA1A7.jpg
天津,海合安天津极地海洋公园,112794,39.008925,117.662523,4.5,天津极地海洋公园，系国家4A级景区、科普教育基地，以其丰富独特的极地海洋资源、精湛的动物明星演绎、多元化的互动项目，被誉为“受消费者欢迎的十大热门海洋主题公园之一”及“亲子游项目目的地”。天津极地海洋公园为开放式景区，占地面积4.9万平方米，呈鲸鱼状复合结构。拥有十五大展（南极企鹅岛、神秘北极村、海底隧道、远古海洋、鲨鱼港湾、珊瑚海、白鲸湾、柳穿鱼巷、海草堂、探奇鱼宙、未来水母馆、萌兽湾、魔法海洋科技体验馆、萌宠乐园、奇妙雨林）、四大表演（快乐月亮岛、鲸月传奇、人鱼童话、嗷嗷星历险记）、五大动物科普秀及夜宿、夜宴等高端特色主题产品，深受游客喜爱。其中未来水母馆是具有开放式后场的特色主题展馆，展缸总数80余个，展出水母种类高达20种、数量多达万余只。通过数字互动、声光投影等多种形式向游客展现五光十色、神奇梦幻的水母世界。【四大表演】历时三年精心打造，2014年亮相，以四大别具特色的精彩表演“快乐月亮岛”、“鲸月传奇”、“人鱼童话”、“嗷嗷星历险记”共同打造了别开生面、精彩纷呈四大演绎。受欢迎的五大动物明星——白鲸、海豚、伪虎鲸、海象、海狮各怀绝技，联袂人鱼公主共同上演热闹精彩的“海洋大马戏”，无论在剧情上、演绎上、还是氛围营造上皆为国内高水准，让众多游人大开眼界、津津乐道。【十五大展区】馆内共分为十五大展区，分别为:南极企鹅岛、神秘北极村、海底隧道、远古海洋、鲨鱼港湾、珊瑚海、白鲸湾、柳穿鱼巷、海草堂、探奇鱼宙、未来水母馆、萌兽湾、魔法海洋科技体验馆、萌宠乐园、奇妙雨林。十五大展区相辅相成各具特色，让游客仿佛穿越在神秘的海底感受海洋的神奇。【未来水母馆】未来水母馆，共分为特色光影区、水母万花筒、水母秘境、水母音乐厅、水母童话区、水母互动区等六大主题展区和水母实验室、水母教室两大功能展区。“水母万花筒”：共集结了世界近十分之一的水母品种，展区内，除了展示游客们熟悉的海月水母、安朵仙水母、澳洲斑点水母等品种，还将引进颇具趣味性、观赏性的和平水母、倒立水母、蛋黄水母、霞水母等，以及饲养难度颇高的海刺类水母，如黑海刺、太平洋海刺水母、紫纹海刺水母等；“水母秘境区”：运用影像、声音、光与影等科技元素，让游客身历其境的畅游在水母与光影交织的浩瀚浪漫的水母星球之中；“水母互动区”：游客们可以通过互动仿生墙，与虚拟水母进行互动，了解水母的结构、水母的天敌等，让游客们既能了解水母的趣味科学，还能体验触摸水母的感觉，全面了解奇妙美丽的水母；“水母音乐厅”：音乐节奏与水母游动频率完美结合，置身其中就好像自己躺大海深处，想象着身边有水母飘过，变化着不同的色彩。配合水母摆动的频率改善自己的呼吸频率，在不知不觉中达到身心的放松和平衡。“水母童话区”：是小朋友们喜欢的地方，各类型的水母化身成卡通人物，向游客们介绍着自己的特性，水母知识大全，尽收眼底；水母摇摆、水母秋千等各种各样的水母主题游乐设施更是吸引着孩子们的目光。“水母实验室”：展区将开放后场，幸运游客可以预约并参与“水母探秘之旅”，近距离观察水母的喂养、繁殖等过程，了解水母不为之人的趣味科普故事，并和专业的水母饲养师进行面对面的学术交流。“水母教室”：是为水母爱好者和小朋友们准备的水母课堂，想要更深入的了解水母方面的科普知识和趣闻，可以静静的坐下，享受一场在水母世界的生动科普课。【远古海洋】2018年全新开设远古海洋科普展区，总面积700余平米，游览动线100余米，位于三层半后场。主要以生物进化为线索，五次物种大灭绝为主要节点，展示包括鱼类、无脊椎节肢动物、昆虫、两栖类、爬行动物、鸟类、哺乳类等内容在内，共计展缸40余套，生物种类77种，350余只动物。 以时间轴为顺序，从寒武纪一直到新生代，选取几个具有典型事件的时期，并以五次物种大灭绝的进化史实为展区分割点进行设计，选取当今与历史上较为接近的生物品种进行展示。浣熊、松鼠猴、荷兰猪、龙猫、欧亚红松鼠、土拨鼠、布偶猫等诸多萌宠，它们将以全新方式陪你穿越地球五亿年！【萌兽湾】萌兽湾为室外露天场馆，这里向游客们展示了多种海洋动物。人们能在阳光下近距离接触海洋动物，并从不同角度欣赏它们的生活百态。在与“萌兽”亲密接触的同时，学习科普知识，是全家出行游乐打卡的不二之选。在萌兽湾，您可以邂逅一群萌萌的斑海豹，与慵懒的海豹一起享受自在悠闲的阳光。【海洋欢乐星球】海洋欢乐星球为室外海洋剧场，可容纳上千人同时观看。在这里，演艺人员将跌宕起伏的故事情节与精彩绝伦的海洋动物演出相结合，让游客感受全新的海洋奇妙情景剧，打造人与自然和谐共生的海洋童话世界。【萌宠乐园】萌宠乐园是集参观游玩、寓教于乐为一体的开放性室外游览场馆。乐园以梅花鹿、灰山羊、羊驼、松鼠、孔雀、各类鹦鹉等八大热门生物为主，汇聚近千只陆空萌宠，融合沉浸式体验、零距离互动、知识科普三大核心元素，能扩充儿童对自然动物的认知。在这里，你可以走进仿真自然环境，了解萌宠的小秘密：梅花鹿成年后喜欢独居，羊驼吐口水是一种自我防卫的手段。你还可以与各类萌宠近距离接触，体验风格多样的互动场景，是亲子出游、收获纯粹自然的体验场所。【特色项目】针对亲子家庭，天津极地海洋公园还推出夜宿、夜宴活动，在深邃的海洋中探秘晚间极地的特色，在蔚蓝的海底隧道中品尝极地美食，夜晚与鱼儿同睡，感受夜晚不一样的神奇极地，此项目成为京津冀地区受欢迎的亲子体验项目之一。天津极地海洋公园根据不同年龄段的需求，开展了多种多样的特色项目，针对家庭游客，开展了“5D动感体验”以及“冰河世纪馆”。在5D动感体验中，游客可以再次感受震撼的视觉冲击，让你享受刺激的动感体验，而在零下十度的冰河世纪馆中，游客们可以在此欣赏到丰富有趣的动物冰雕，近距离探访因纽特人的神秘生活，还有浪漫的飘雪区，让你一秒穿越极地，尽享酷爽。针对孩子，“企鹅乐乐园”、“互动海滩”成为孩子喜爱的特色项目。企鹅乐乐园为极地海洋主题儿童软包探险体验游乐项目，孩子们可以寻找心目中的极地人偶，与其交流、探险，共同玩耍，在玩乐中锻炼社交、展现体能及动作协调等成长技能。“互动海滩”项目孩子则可以在人工海滩上尽情玩耍，体验海洋风情，与动物近距离接触。天津极地海洋公园，浓缩极地精华，尽展海洋奇观。来天津极地海洋公园，感受响彻心灵的“蓝白交响曲”，收获纯粹的快乐和感动！,https://dimg04.c-ctrip.com/images/1lo4112000j4j0npr574A.jpg
